IncidentDateTime,City,IncidentState,Country,Shape,DurationSeconds,Comments
32:00.0,str&aacute;&#382; pod ralskem (czech republic),,,unknown,60,Vide&amp;#283;l jsem UFO&#44 kter&eacute; se podivn&amp;#283; pohybovalo po obloze&#44 st&amp;#345;&iacute;dalo barvy&#44 Ztr&aacute;celo se ze z&aacute;znamu&#44 z nepochopiteln&yacute;ch d&amp;#36
20:00.0,padang (indonesia),,,light,3000,Very bright light  appeared for 50 min in the clear night sky  of  PADANG&#44 WEST SUMATERA&#44 INDONESIA&#44 for   50 min.
30:00.0,stora bl&aring;sj&ouml;n (sweden),,,cigar,2100,Yellow/white cigar-shaped object with dots behind it gliding over the skies of Jamtland&#44 Sweden.
00:00.0,la madrid (mexico),,,sphere,3600,White orb of light hovering over Sierra Madre Mountains during Christmas week.
30:00.0,costa del este (argentina),,,other,300,We saw an U.F.O in &quot;Costa del este&quot; Argentina...12/23/02...near the beach
00:00.0,san jose del cabo (baja california) (mexico),,,,3600,Bright light over San Jose del Cabo&#44 Baja Mexico around 4:00 AM. About 35 degrees above the horizon moving slowly to west.
20:00.0,jaipur (india),,,fireball,120,We believe it  was a UFO as it was a very bright circle of fire flying  and hovering  like no man made machine does.
45:00.0,reykjavik (iceland),,,fireball,60,Sunlike sphere
50:00.0,tegucigalpa (honduras),,,disk,15,I could have reached out and touch the UFO
00:00.0,santiago (chile),,,light,1200,UFO Santiage&#44 Chile 1989
30:00.0,sao paulo (brazil),,,changing,3600,&quot;UFO Airpoirt&quot;
05:00.0,phuket (thailand),,,formation,615,12 slow moving red/orange pulsating objects over Phuket&#44 Thailand about 10:05 on Christmas Eve.
15:00.0,unknown (australia),,,,2,Man and wife withess multiple orange lights maneuvering in formation.
00:00.0,kerry (republic of ireland),,,cigar,40,2 cigar shaped objects sighted
00:00.0,punteranus (costa rica),,,flash,3,two objects - one at a time shooting through the sky and extinquishing in mid flight...the second exactly the same - a seconds apart
00:00.0,cancun (mexico),,,other,7200,&#39dancing&#39 lights that looked like starts zig-zagging and doing other incredible manouveres in Cancun Mexico
00:00.0,monterrey (mexico),,,cross,45,On December 24th at about 11:00pm a jet shaped objected moved across the sky glowing orange at a high altitude.
16:00.0,ely&#44 cambridge (uk/england),,,sphere,600,UFOs photographed Xmas Eve near Ely Carthedral&#44 Cambridge&#44 England
48:00.0,kajaani,,,fireball,120,Orange colored very bright flying object in the sky low altitude&#44 pulling up.
00:00.0,auckland (new zealand),,,circle,2400,We were driving to view a house festooned with Christmas Lights in West Auckland on Christmas Eve around 9pm.  As I proceeded from the
20:00.0,pretoria (south africa),,,sphere,180,4 burning objects moving in irregular fashion before fading away above Pretoria&#44 South Africa
00:00.0,fayence (france),,,other,10,Bright white lights (one at the time) switching on and off at an irregular fashion. All atitudes above 10&#44000 feet  all directions
45:00.0,curepe (trinidad/tobago),,,fireball,300,Fireball hovering over Curepe&#44 Trinidad West Indies.
30:00.0,port kennedy,,,light,180,Bright light over Port Kennedy Western Australia that rose up and then travelled in a straight line above our heads and into the distan
30:00.0,monterrey (mexico),,,fireball,600,Red and Yellow Flashing Object Moving Very slowly and Some other 4 with the same Shape Flying like in Formation
30:00.0,tijuana (mexico),,,triangle,300,Huge triangle shaped craft over Tijuana.
15:00.0,stellenbosch (south africa),,,light,300,Orange-red light in sky&#44 Stellenbosch&#44 South Africa.
00:00.0,yokohama (japan),,,disk,1200,This is a follow-on to the report I made several years ago.  An article about the Brazilian Air Force carried an artist image:  It is t
30:00.0,cabo san lucas (mexico),,,fireball,45,I witnessed a very large glow in the sky which cannot be attributable to any known aircraft and which descended into the ocean.
00:00.0,santiago (chile),,,light,900,A light went up into the sky&#44 hoovered around for awhile&#44 changed color&#44 and moved around. The light was bright red and eventually fade
00:00.0,tlaltenango (mexico),,,light,3600,Bright light on and off for about an hour
00:00.0,el baul (venezuela),,,changing,2,Object entered atmosphere and disappeared
00:00.0,hardwrickbay (australia),,,sphere,60,white/blue sphere hovers above boat while fishing for sharks at Hardwrick Bay&#44 Yourk Peninsula&#44 Australia
25:00.0,hardwar (uttarakhand) (india),,,circle,120,Yellow hollow ring in the sky.
20:00.0,ahmedabad-vadodra express highway. gujarat (india),,,fireball,300,Yellowish-orange light(seems something was burning)observed in the EAST sky from Ahmedabad -Vadodra Express Highway&#44 Gujarat&#44India.
45:00.0,shaftesbury&#44 dorset (uk/england),,,light,120,Very bright star/light goes out in milliseconds
00:00.0,lagos (nigeria),,,formation,120,cluster of white light like an angel flying witnessed by some other people from different locations
30:00.0,earl shilton (uk/england),,,fireball,60,Brilliant light in sky with smaller light separating and descending to the ground.
45:00.0,bury st edmunds,,,other,300,three&#44 craft&#44 silent&#44
15:00.0,uk/england,,,other,20,A flat black 3-5 sided ufo near Winter Hill
55:00.0,wednesbury,,,sphere,600,2 round orange coloured spheres dancing in sky&#44then 1 stopped and the other appeared to move arounf it.lost sight when cloud came over.
00:00.0,paihia (new zealand),,,fireball,240,Fast moving bright firey light&#44 slowed then disappeared rapidly into atmosphere
14:00.0,vanderbijlpark (south africa),,,triangle,10,Brownish Colour with 2 lights
30:00.0,bhubaneswar (india),,,fireball,2400,Orange fiery ball in the sky
30:00.0,richards bay (south africa),,,sphere,120,Bright orange object that turned pitch black moving at a constant speed in a Northern direction (South Africa).
17:00.0,lahore (pakistan),,,cigar,30,As we were walkinh through the thick blanket of fog we saw what we think was a UFO.
30:00.0,coimbatore (india),,,disk,120,Saucer shaped object brown metallic was seen descending just as i was watching the report on sea surges throughout asia thought these
30:00.0,thong nai pan (koh phan gan)(thailand),,,light,2700,Whilst holidaying on the island of Koh Phangan Thailand 10 of us witnessed an extra large red pulsating star like object in the sky(we
15:00.0,buldana (india),,,light,30,At 19.15 hrs on 26/12/2005 in Buldana Maharashtra state of India we saw a very bright light(just like a big star)travelling very slowly
45:00.0,kirkuk (iraq),,,fireball,75,2 Groups of Stationary Fire Lines lasting over an hour
00:00.0,maceio (brasil),,,oval,3,Flame red oval object moving fast on Maceio 26 Dec 2007 20:00 PM about
09:00.0,bangalore (india),,,triangle,30,Nagarbhavi in Bangalore&#44 India- Three-winged triangular object with blinking lights.
00:00.0,dnepropetrovsk (ukraine),,,disk,300,Two flying saucer type of objects sighted at night by two women in large city in Ukraine near Russian border
55:00.0,napier (new zealand),,,light,480,Four reddish coloured lights appeared in the night sky in a triangular formation&#44 one light below the lower apex&#44 began separating...
20:00.0,annecy (france),,,diamond,2,Low flying delta shaped object in middle of the day.
00:00.0,raf bentwaters (uk/england),,,rectangle,7200,Additional information (eyewitness account) of the Bentwaters Incident
00:00.0,capricorn coast (australia),,,light,600,A super bright&#44 sharp&#44 red light travelled at supersonic speeds around a tropical storm cell&#44 in Australia.
38:00.0,christchurch (new zealand),,,unknown,12,Moving extreamely fast&#44 no sound&#44 changed direction. >From one end of the night sky to the other in 11 seconds.
15:00.0,ballater&#44 aberdeenshire (uk/scotland),,,triangle,180,Triangular Craft hovering above the trees at the roadside 5 miles from Queens summer residence&#44 Balmoral Castle&#44 Royal Deeside Scotland
00:00.0,meppen/emmen (between) (germany/holland),,,fireball,900,On the border of Germany and Holland we saw a fireball changing into a fire egg and chaging again into the tail of a star.This is t
28:00.0,kota kinabalu/sabah (malaysia),,,disk,120,Shiny metallic object&#44 disc shaped&#44 silent and hovering.
00:00.0,hadera (israel),,,circle,7200,I saw about 3 or 5 dots of light in the sky for about 2 hours above the mediterranean sea.
00:00.0,cancun (cancun),,,other,5,multicolored &quot;Star&quot; changing formation.  ((NUFORC Note:  Possible sighting of Sirius??  PD))
30:00.0,punta cana (dominican republic),,,circle,600,I was staying at a resort in Punta cana&#44 Dominican Republic over the xmas and new years holidays last year (&#8217;06).  What I saw was the m
58:00.0,kowloon (hong kong) (china),,,oval,120,Hong Kong 2nd January&#44 2010. On the day of 28th December 2010&#44 at Hong Kong time 11.58-12.00hrs.I have seen an Ufo moving in th
45:00.0,hong kong (lamma island; prc),,,other,15,It was spotted quickly&#44 not looking for it&#44 we all saw the same.  It had two balls of light&#44 diagonal shaft of light attaching them.
00:00.0,lubbeek (belgium),,,light,30,when we were biking whe were chased by a oval formed lightbolt
04:00.0,uk/england,,,other,163,i was telling my friend to look but he could not hear me &#44it would not let me look away
20:00.0,yateley,,,fireball,10,Red ball.
00:00.0,western queensland (qld&#44 australia),,,light,900,Two bright lights hovering one had a flashing red light
47:00.0,failsworth manchester,,,fireball,600,floating fireball
15:00.0,alappuzha (india),,,unknown,30,I have the habit of watching the sky in the night time. During that time&#44 i watched that a light spot&#44 something like aero plane is mov
08:00.0,rambaud (st. martin),,,triangle,90,V shaped wavering bright orange sighting over French St. Martin.
30:00.0,durban (south africa),,,light,10,My wife&#44 daughter and I were sitting outside on the deck observing the stars when suddenly an intesly bright white flash lit up the are
50:00.0,suwon (30 miles south of) (south korea),,,fireball,600,2 round balls of fire hovering over the southern part of South Korea-4 witnesses that I know of.
49:00.0,aruba,,,circle,8,I saw a smal circel form coming from the north it stop and then rapidity moving to the south.It was about 45 degrees high looking at th
50:00.0,macuto (venezuela),,,,5,objects moving at high velocity over the sea&#44 north to south coming from the caribbean sea.
00:00.0,cali (colombia s.a.),,,fireball,14400,One very big metallic UFO and 17 lights  near noon seen on the sunny sky on Cali-Colombia -12-31-99
05:00.0,lake macquarie (nsw&#44 australia),,,flash,240,bright red glow&#44 that appeared outside window&#44 on the horizon.  The light then intensified&#44 then disappeared.
00:00.0,centurion (south africa),,,sphere,2700,sphere balls in sky
15:00.0,santiago (chile),,,rectangle,900,Very bright red-orange &quot;blinking&quot; light in northern horizon (west of Pleiades) - brighter than Mars&#44 two sightings&#44 Santiago&#44 Chile
30:00.0,san luis&#44 r.c. (mexico)/yuma&#44 az,,,sphere,480,The red  glowing spheres in Mexico were first seen flying as a triangle and then went into a straight line.
20:00.0,salisbury east (australia),,,sphere,300,4 orange object&#39s seen over Adelaide&#44 South Australia
15:00.0,marikina (philippines),,,circle,9900,Sighting over Quezon City Philippines during midnight of December 31&#44 2006
00:00.0,amersfoort (netherlands),,,cylinder,300,Eight lighted UFO&#39s over Amersfoort sky in The Netherlands
40:00.0,porto alegre (brazil),,,light,60,3 close satellite like points of light
00:00.0,poyntzpass (northern ireland),,,light,900,Two orangy/yellow lights seen hovered and moving off really quickly at incredible speed. 500 Lights On Object0: Yes
45:00.0,sarpsborg (norway),,,light,600,Two orange balls of light rose up from the sky and kept climbing upwards and over us. One of them was higher than the other and started
00:00.0,broken hill,,,oval,60,Bright orange light moving horizontally across the sky.
59:00.0,taipei (taiwan),,,unknown,42,2012 new years just before the clock striked 12 ufo flys around celebration of many people. VIDEO&#33
45:00.0,sundra/delmas (south africa),,,other,300,A red starlike craft.
15:00.0,constanta (romania),,,sphere,60,Large Glowing Sphere Floating in from the Black Sea over the City of Constanta Romania.
00:00.0,scottsdale/phoenix,az,,triangle,120,Well Trick or treating with my 2 daughters 13 and 11&#44 I looked up to the sky as I often do.  My eye&#39s fixed on what looked like 3 stars
00:00.0,clearfield/curwensville,pa,,,2,the object left a trail
30:00.0,poolesville/dickerson,md,,fireball,30,White fireball over rural Northwestern Montgomery County.
00:00.0,fort fisher,nc,,circle,600,eratic moving circular object
45:00.0,washington&#44 d.c.,dc,,sphere,3600,Two UFO&#39s Lingering In The Sky On October 31&#44 Followed By Lights And Surrounded By Green Fog.  ((NUFORC Note:  Satellites??  PD))
00:00.0,watervliet/coloma,mi,,triangle,3600,I was driving to a liqour store&#44 but we were all 100% sober at the time&#44 with a friend and her son&#44 in my car. My friend mentioned it&#44
30:00.0,roseneath (canada),on,,cylinder,600,Rotating cylidrical object hovering in the sky above Rice Lake&#44ON
50:00.0,lee&#39s summit,mo,,rectangle,30,very large dark rectangle near airport.
46:00.0,castleton on hudson,ny,,fireball,4,White orange falling star turning to blue green as it descended. Northwest over Hudson River&#44 Albany&#44 NY
00:00.0,lapine,or,,cylinder,300,Unexplainable object in the late morning sky on All Spirits Day&#44 2012
00:00.0,piperton/rossville,tn,,triangle,600,6 UFO&#39s spotted in 5 mile radius
17:00.0,riverview/brandon,fl,,circle,180,Riverview/Brandon FL&#44 1 strange light that changed direction and color from white to red and green.
00:00.0,meridian/nampa,id,,light,10,Bright white/blue light flying at high speed&#44 then speeds out of sight.
35:00.0,raleigh-durham (from cockpit),nc,,chevron,35,Chevron shape vehicle&#44 NE of RDU  ((NUFORC Note:  Report submitted by  senior airline pilot (ret.).  PD))
30:00.0,bridgeport/stamford,ct,,circle,3600,The Advocate newspaper(Stamford)front page news:&quot;UFOs in Stamford?&quot;(Sun.Oct.10th&#441999)A half dozen witnesses saw circular shaped object
